gender,SeniorCitizen,Partner,Dependents,tenure,Contract,InternetService,PaymentMethod,PaperlessBilling,MonthlyCharges,TotalCharges,Churn
Female,0,No,No,11,One year,Fiber optic,Bank transfer (automatic),Yes,95.6,1104.15,No
Male,0,Yes,No,18,Two year,DSL,Electronic check,No,62.96,1084.57,No
Female,0,No,No,5,Month-to-month,Fiber optic,Credit card (automatic),No,120.0,603.94,Yes
Female,0,No,No,51,Month-to-month,DSL,Electronic check,Yes,56.38,2892.85,No
Female,0,Yes,Yes,64,Two year,No,Mailed check,Yes,53.45,3379.53,No
Female,0,Yes,Yes,43,Month-to-month,No,Electronic check,Yes,54.62,2398.88,Yes
Male,0,No,No,9,Two year,No,Credit card (automatic),No,41.4,392.82,No
Female,0,No,No,12,Month-to-month,DSL,Electronic check,No,60.44,712.74,No
Male,0,Yes,No,2,Month-to-month,DSL,Bank transfer (automatic),No,61.14,240.44,No
Female,0,No,No,35,Month-to-month,No,Electronic check,No,35.12,1279.91,No
Male,0,Yes,Yes,52,Month-to-month,Fiber optic,Bank transfer (automatic),No,98.6,5042.87,No
Male,0,Yes,No,10,One year,Fiber optic,Credit card (automatic),Yes,74.53,725.83,No
Female,0,Yes,No,61,Two year,Fiber optic,Credit card (automatic),Yes,83.07,5190.49,No
Male,0,No,No,18,Month-to-month,DSL,Electronic check,Yes,56.61,969.94,Yes
Female,0,No,No,37,Two year,Fiber optic,Credit card (automatic),No,64.29,2381.89,No
Male,1,No,No,48,Month-to-month,No,Mailed check,Yes,45.31,2236.28,No
Male,0,Yes,Yes,39,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,97.76,3845.06,Yes
Female,1,No,No,34,Two year,Fiber optic,Credit card (automatic),No,77.39,2671.06,No
Female,0,No,No,24,Two year,No,Electronic check,Yes,47.36,1173.56,No
Male,0,Yes,No,31,Month-to-month,Fiber optic,Mailed check,Yes,66.0,2047.15,No
Male,0,Yes,Yes,17,Month-to-month,DSL,Credit card (automatic),No,60.29,985.27,No
Male,0,Yes,No,21,Month-to-month,Fiber optic,Electronic check,No,83.48,1774.92,Yes
Female,1,No,Yes,55,Month-to-month,DSL,Mailed check,Yes,61.05,3337.78,Yes
Female,0,Yes,No,64,One year,DSL,Bank transfer (automatic),Yes,60.99,3879.33,No
Male,1,Yes,Yes,61,Month-to-month,Fiber optic,Credit card (automatic),No,84.08,5202.73,No
Male,0,No,No,24,One year,DSL,Mailed check,No,55.35,1309.27,No
Male,1,No,No,23,Month-to-month,DSL,Mailed check,No,58.7,1435.3,No
Male,1,No,No,4,Month-to-month,Fiber optic,Credit card (automatic),Yes,101.36,418.27,Yes
Female,0,No,No,19,Month-to-month,DSL,Electronic check,Yes,53.06,1000.09,Yes
Female,0,Yes,No,42,Month-to-month,Fiber optic,Mailed check,Yes,112.06,4615.81,No
Male,0,No,No,19,One year,DSL,Mailed check,Yes,52.38,1101.18,No
Female,0,Yes,No,53,Two year,Fiber optic,Mailed check,No,87.88,4657.38,No
Male,1,Yes,No,3,Two year,No,Bank transfer (automatic),No,41.85,12.02,No
Male,0,No,Yes,30,One year,DSL,Electronic check,No,56.5,1744.35,No
Male,0,Yes,Yes,20,Month-to-month,No,Mailed check,Yes,51.59,1029.26,No
Male,0,Yes,No,36,Two year,DSL,Credit card (automatic),Yes,66.54,2348.97,No
Male,0,No,No,1,Two year,DSL,Credit card (automatic),No,57.54,104.1,No
Female,1,Yes,No,30,Two year,Fiber optic,Credit card (automatic),Yes,101.46,2916.22,No
Female,0,Yes,Yes,57,Month-to-month,DSL,Bank transfer (automatic),Yes,47.81,2689.7,Yes
Male,0,No,No,62,Month-to-month,DSL,Bank transfer (automatic),Yes,53.21,3284.31,No
Female,1,No,No,18,One year,Fiber optic,Electronic check,Yes,91.75,1694.12,No
Female,0,No,No,31,Month-to-month,No,Electronic check,Yes,44.62,1495.16,No
Female,0,Yes,No,50,Month-to-month,No,Bank transfer (automatic),Yes,38.87,1931.33,No
Female,0,No,No,33,Month-to-month,No,Mailed check,No,33.47,1127.63,No
Male,0,No,No,39,One year,Fiber optic,Credit card (automatic),Yes,81.98,3334.74,Yes
Female,0,Yes,No,24,Month-to-month,DSL,Electronic check,Yes,73.58,1766.08,No
Female,0,Yes,No,61,One year,DSL,Credit card (automatic),Yes,62.88,3859.38,No
Female,0,Yes,No,46,One year,Fiber optic,Electronic check,Yes,74.53,3366.66,No
Male,1,No,No,70,Month-to-month,No,Mailed check,Yes,23.84,1766.84,No
Male,1,Yes,No,56,Month-to-month,DSL,Mailed check,Yes,78.16,4341.4,No
Male,0,No,No,26,Two year,DSL,Credit card (automatic),Yes,51.37,1349.17,No
Male,0,No,No,23,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,88.27,2042.29,Yes
Male,0,Yes,Yes,6,Month-to-month,No,Electronic check,No,51.21,311.53,No
Male,0,No,No,45,Month-to-month,Fiber optic,Credit card (automatic),Yes,91.51,4096.02,Yes
Female,0,Yes,No,54,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,75.91,4111.11,No
Male,0,Yes,No,25,One year,Fiber optic,Electronic check,No,72.81,1908.16,No
Female,0,No,No,1,Month-to-month,Fiber optic,Credit card (automatic),No,107.44,221.49,Yes
Male,0,Yes,Yes,60,Two year,Fiber optic,Electronic check,No,72.51,4341.6,No
Female,0,No,No,16,Month-to-month,Fiber optic,Mailed check,Yes,78.36,1231.3,Yes
Male,0,No,No,42,Two year,Fiber optic,Electronic check,No,89.47,3717.3,No
Female,0,Yes,No,3,One year,Fiber optic,Electronic check,Yes,82.37,381.43,Yes
Male,0,Yes,No,4,Month-to-month,DSL,Bank transfer (automatic),No,66.89,273.98,No
Male,0,Yes,No,65,One year,DSL,Bank transfer (automatic),No,42.39,2810.89,No
Male,0,No,No,49,Month-to-month,DSL,Mailed check,Yes,57.48,2851.12,Yes
Female,1,No,No,0,Two year,DSL,Mailed check,No,68.13,110.42,No
Male,1,Yes,Yes,7,One year,DSL,Bank transfer (automatic),No,68.17,464.83,No
Female,0,No,Yes,35,Month-to-month,Fiber optic,Electronic check,Yes,78.13,2679.22,No
Female,0,No,No,49,Month-to-month,No,Electronic check,Yes,22.74,1207.21,No
Male,0,No,Yes,30,Two year,Fiber optic,Electronic check,No,87.56,2672.1,No
Male,0,Yes,No,63,One year,Fiber optic,Electronic check,Yes,69.25,4385.59,No
Male,0,Yes,No,47,Month-to-month,No,Credit card (automatic),Yes,50.41,2446.09,No
Male,0,Yes,Yes,44,Month-to-month,No,Bank transfer (automatic),Yes,36.89,1648.78,No
Male,1,Yes,No,21,Month-to-month,DSL,Electronic check,No,51.64,1162.9,Yes
Male,1,Yes,No,49,One year,DSL,Bank transfer (automatic),No,47.35,2332.28,No
Female,0,Yes,No,63,One year,DSL,Mailed check,Yes,52.4,3346.51,No
Male,0,Yes,No,3,Two year,No,Electronic check,No,18.0,80.32,No
Male,0,Yes,Yes,53,One year,DSL,Credit card (automatic),No,65.94,3478.42,No
Female,1,Yes,No,64,One year,Fiber optic,Credit card (automatic),Yes,75.37,4813.14,No
Female,0,No,No,31,Month-to-month,Fiber optic,Credit card (automatic),Yes,89.8,2764.03,No
Male,0,No,No,55,One year,Fiber optic,Credit card (automatic),Yes,91.45,5043.05,No
Male,0,Yes,No,26,Month-to-month,Fiber optic,Bank transfer (automatic),No,96.59,2488.6,Yes
Male,0,No,Yes,14,Two year,No,Credit card (automatic),Yes,38.02,554.11,Yes
Female,0,Yes,No,59,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,98.5,5831.76,Yes
Female,0,No,No,22,One year,No,Electronic check,Yes,51.63,1146.19,Yes
Male,0,No,Yes,55,Two year,DSL,Electronic check,Yes,63.1,3481.55,No
Male,0,No,No,23,One year,No,Credit card (automatic),Yes,38.82,864.61,No
Male,0,No,No,29,Month-to-month,Fiber optic,Mailed check,No,78.31,2256.9,Yes
Female,0,No,No,50,One year,DSL,Bank transfer (automatic),Yes,48.15,2323.89,No
Male,0,No,Yes,24,Month-to-month,No,Electronic check,No,50.38,1203.24,No
Male,1,Yes,No,58,Month-to-month,No,Mailed check,No,42.27,2402.31,No
Male,0,Yes,Yes,2,Two year,No,Electronic check,No,43.24,91.48,No
Male,0,No,No,0,Two year,No,Electronic check,Yes,27.91,0.0,No
Female,0,Yes,No,5,Month-to-month,Fiber optic,Electronic check,No,104.49,419.9,Yes
Male,0,No,Yes,18,Two year,DSL,Electronic check,No,57.26,1143.24,No
Male,0,No,No,3,Month-to-month,DSL,Bank transfer (automatic),Yes,50.38,139.56,No
Female,0,Yes,No,27,Two year,No,Electronic check,Yes,28.12,831.48,No
Female,0,Yes,Yes,1,One year,No,Electronic check,Yes,53.85,27.5,No
Male,0,No,No,55,Two year,No,Bank transfer (automatic),No,21.67,1276.61,No
Male,0,Yes,No,11,Two year,No,Electronic check,Yes,25.99,228.27,No
Female,1,No,No,70,Two year,Fiber optic,Bank transfer (automatic),No,119.78,8393.55,No
Male,0,No,Yes,62,One year,DSL,Credit card (automatic),No,71.29,4365.52,No
Female,1,Yes,Yes,50,Month-to-month,DSL,Credit card (automatic),No,51.2,2690.2,No
Female,1,No,Yes,58,Month-to-month,Fiber optic,Electronic check,No,72.02,4164.85,No
Female,0,No,No,56,One year,Fiber optic,Electronic check,No,64.93,3677.37,No
Male,0,No,No,61,Month-to-month,DSL,Bank transfer (automatic),Yes,61.17,3753.62,No
Female,0,Yes,No,40,Two year,No,Mailed check,Yes,43.74,1748.17,No
Female,0,No,Yes,45,Month-to-month,Fiber optic,Mailed check,No,103.23,4671.04,Yes
Male,0,No,Yes,34,Two year,DSL,Mailed check,Yes,37.27,1335.21,No
Female,0,Yes,Yes,45,Month-to-month,No,Bank transfer (automatic),No,19.1,892.7,No
Female,0,No,No,27,Two year,Fiber optic,Mailed check,Yes,83.57,2264.39,No
Female,0,No,Yes,9,Two year,Fiber optic,Electronic check,Yes,118.45,1092.03,No
Male,0,Yes,Yes,67,Month-to-month,Fiber optic,Electronic check,No,95.63,6503.02,No
Male,0,No,No,51,One year,Fiber optic,Electronic check,No,89.47,4542.31,No
Female,0,No,No,51,Month-to-month,DSL,Mailed check,No,45.3,2217.65,No
Male,1,No,Yes,20,Two year,Fiber optic,Credit card (automatic),Yes,59.56,1136.38,No
Female,0,Yes,No,56,Two year,Fiber optic,Credit card (automatic),Yes,85.47,4735.0,No
Female,0,No,Yes,37,Month-to-month,No,Mailed check,No,33.81,1206.82,No
Female,0,No,Yes,5,Month-to-month,No,Electronic check,No,31.79,116.59,Yes
Male,0,No,Yes,69,Month-to-month,DSL,Electronic check,Yes,55.43,3823.82,Yes
Female,0,Yes,No,72,Month-to-month,No,Credit card (automatic),No,26.02,1885.79,No
Male,0,Yes,No,63,Two year,DSL,Mailed check,Yes,48.27,3052.74,No
Female,0,No,No,34,Month-to-month,DSL,Credit card (automatic),No,76.67,2570.41,Yes
Male,1,Yes,No,17,Two year,Fiber optic,Bank transfer (automatic),Yes,74.36,1313.84,No
Male,1,Yes,No,0,Two year,No,Credit card (automatic),No,31.69,26.72,No
Female,0,Yes,No,53,Two year,No,Electronic check,Yes,34.53,1909.21,No
Female,0,No,No,65,One year,No,Credit card (automatic),No,43.48,2868.24,No
Female,0,Yes,No,7,Month-to-month,DSL,Bank transfer (automatic),No,49.78,330.97,Yes
Male,0,No,No,49,Two year,DSL,Mailed check,Yes,71.74,3580.38,No
Female,0,No,No,1,One year,DSL,Bank transfer (automatic),Yes,53.04,66.72,No
Female,0,No,No,56,Two year,Fiber optic,Mailed check,No,83.06,4691.1,No
Female,0,No,Yes,2,Month-to-month,Fiber optic,Bank transfer (automatic),No,104.72,245.46,Yes
Female,0,Yes,No,71,Month-to-month,DSL,Credit card (automatic),No,48.37,3428.0,No
Male,0,No,No,12,Two year,Fiber optic,Credit card (automatic),Yes,93.65,1128.97,No
Male,0,Yes,No,29,Two year,Fiber optic,Credit card (automatic),Yes,97.06,2808.04,No
Female,0,No,No,50,Month-to-month,Fiber optic,Mailed check,No,88.72,4393.29,No
Female,0,Yes,No,61,One year,Fiber optic,Credit card (automatic),Yes,83.59,4991.73,Yes
Male,0,No,No,26,Month-to-month,DSL,Credit card (automatic),Yes,85.51,2188.53,No
Male,1,No,No,71,One year,Fiber optic,Electronic check,No,84.83,6033.16,No
Female,0,Yes,No,1,Month-to-month,Fiber optic,Mailed check,No,87.45,141.73,Yes
Female,0,No,Yes,34,Month-to-month,DSL,Bank transfer (automatic),Yes,55.96,1942.5,No
Male,0,Yes,Yes,72,Month-to-month,DSL,Mailed check,Yes,61.81,4436.55,No
Female,0,Yes,Yes,20,Month-to-month,No,Electronic check,No,46.57,897.38,Yes
Female,0,Yes,Yes,38,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,81.7,3095.47,No
Male,0,Yes,No,32,Month-to-month,DSL,Mailed check,No,34.7,1061.57,No
Male,1,No,Yes,28,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,91.16,2446.8,Yes
Female,0,No,No,56,One year,Fiber optic,Electronic check,Yes,72.06,3958.1,No
Male,0,Yes,No,37,One year,DSL,Electronic check,Yes,68.9,2618.13,No
Male,0,No,No,52,One year,DSL,Bank transfer (automatic),No,59.98,3212.04,No
Male,0,No,Yes,37,Month-to-month,No,Credit card (automatic),No,46.32,1751.44,No
Female,0,No,No,72,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,73.62,5297.72,No
Male,0,Yes,No,34,Two year,DSL,Credit card (automatic),Yes,53.58,1751.98,No
Male,0,No,No,58,Two year,No,Credit card (automatic),Yes,30.92,1785.28,No
Male,0,Yes,Yes,44,Two year,Fiber optic,Mailed check,No,67.21,2987.95,No
Female,0,No,No,58,Two year,Fiber optic,Electronic check,No,98.34,5745.04,No
Female,0,No,Yes,64,One year,DSL,Bank transfer (automatic),No,40.49,2626.12,No
Male,1,No,No,16,Two year,DSL,Bank transfer (automatic),No,73.17,1231.16,No
Male,0,Yes,No,22,Month-to-month,DSL,Credit card (automatic),Yes,65.09,1529.19,No
Male,1,Yes,Yes,22,One year,No,Bank transfer (automatic),No,32.61,697.25,No
Female,1,No,No,35,Two year,Fiber optic,Credit card (automatic),Yes,89.14,3260.21,No
Female,1,Yes,Yes,35,Two year,No,Credit card (automatic),Yes,38.81,1257.45,No
Male,0,Yes,No,0,Month-to-month,DSL,Bank transfer (automatic),Yes,55.19,0.0,No
Male,0,No,No,65,Month-to-month,Fiber optic,Bank transfer (automatic),No,88.58,5767.56,No
Female,0,No,No,62,Month-to-month,Fiber optic,Electronic check,No,93.77,5841.45,Yes
Female,0,Yes,No,43,Month-to-month,Fiber optic,Credit card (automatic),Yes,73.66,3158.46,Yes
Male,0,Yes,Yes,22,Two year,Fiber optic,Bank transfer (automatic),No,89.15,1936.61,No
Male,0,No,No,60,One year,Fiber optic,Credit card (automatic),No,53.48,3319.18,No
Female,1,Yes,No,19,Month-to-month,DSL,Electronic check,No,36.84,672.88,No
Female,0,Yes,Yes,22,One year,DSL,Electronic check,Yes,66.77,1418.07,Yes
Female,0,Yes,No,72,Month-to-month,No,Bank transfer (automatic),No,29.99,2243.54,No
Male,0,Yes,Yes,67,One year,DSL,Mailed check,No,49.76,3376.29,No
Male,0,No,No,42,Month-to-month,DSL,Bank transfer (automatic),No,59.36,2548.01,No
Female,0,Yes,No,12,Month-to-month,No,Mailed check,Yes,30.25,372.78,No
Female,0,Yes,Yes,8,One year,DSL,Bank transfer (automatic),No,48.14,316.29,No
Female,0,No,No,70,One year,Fiber optic,Bank transfer (automatic),No,65.33,4577.43,No
Male,0,Yes,Yes,19,One year,No,Electronic check,Yes,18.0,266.32,No
Female,0,Yes,No,49,Month-to-month,Fiber optic,Credit card (automatic),No,93.87,4611.53,Yes
Male,0,No,No,25,One year,DSL,Mailed check,Yes,54.93,1405.92,No
Male,0,No,No,36,Month-to-month,Fiber optic,Bank transfer (automatic),No,96.63,3532.62,Yes
Female,0,Yes,No,71,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,79.81,5661.76,No
Female,0,Yes,No,43,One year,Fiber optic,Bank transfer (automatic),Yes,89.26,3875.57,No
Female,0,Yes,No,31,One year,Fiber optic,Mailed check,Yes,83.5,2543.16,No
Female,0,Yes,No,30,Two year,No,Electronic check,Yes,35.53,1114.33,No
Male,0,No,Yes,16,Month-to-month,DSL,Electronic check,Yes,61.12,1011.59,No
Female,0,No,No,40,Two year,DSL,Credit card (automatic),Yes,54.65,2146.05,No
Male,0,No,Yes,41,Month-to-month,Fiber optic,Electronic check,Yes,70.24,2906.54,Yes
Male,1,No,No,6,One year,Fiber optic,Electronic check,No,94.19,619.65,Yes
Female,0,Yes,No,29,Two year,No,Credit card (automatic),Yes,54.12,1573.49,No
Female,1,No,No,47,One year,DSL,Electronic check,Yes,79.91,3714.67,No
Female,0,No,No,4,Two year,DSL,Mailed check,Yes,53.36,222.33,No
Male,0,Yes,No,71,Two year,Fiber optic,Mailed check,Yes,76.2,5437.96,No
Female,0,No,Yes,62,Month-to-month,No,Bank transfer (automatic),Yes,28.35,1716.11,Yes
Male,0,Yes,No,46,Two year,DSL,Bank transfer (automatic),No,57.89,2612.56,No
Female,1,No,No,1,Two year,No,Bank transfer (automatic),Yes,34.37,60.45,No
Female,0,No,No,37,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,73.02,2743.09,No
Female,1,Yes,Yes,65,Month-to-month,DSL,Credit card (automatic),Yes,42.24,2853.29,No
Male,1,No,No,1,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,85.6,118.89,Yes
Male,0,Yes,Yes,57,Two year,DSL,Bank transfer (automatic),No,18.0,965.55,No
Male,0,No,No,61,Two year,Fiber optic,Credit card (automatic),No,83.79,5213.31,No
Female,0,Yes,Yes,5,Two year,DSL,Electronic check,Yes,48.66,296.06,No
Female,0,Yes,Yes,16,Month-to-month,Fiber optic,Credit card (automatic),Yes,94.36,1409.53,No
Male,0,Yes,Yes,52,Month-to-month,DSL,Electronic check,No,72.57,3722.21,No
Female,0,No,No,66,Month-to-month,No,Mailed check,Yes,47.85,3133.85,No
Female,1,Yes,No,56,Month-to-month,No,Electronic check,Yes,30.84,1769.09,No
Male,0,No,No,38,Month-to-month,Fiber optic,Bank transfer (automatic),No,71.38,2593.4,No
Male,0,Yes,No,43,Month-to-month,Fiber optic,Credit card (automatic),No,75.22,3228.71,No
Female,0,Yes,No,38,Month-to-month,No,Mailed check,Yes,38.45,1500.2,No
Female,0,Yes,Yes,42,Month-to-month,DSL,Bank transfer (automatic),No,40.25,1548.78,No
Male,1,Yes,Yes,56,One year,No,Mailed check,Yes,51.72,2933.8,No
Female,0,No,No,3,Month-to-month,Fiber optic,Credit card (automatic),Yes,81.03,286.44,Yes
Female,1,Yes,No,15,Month-to-month,No,Credit card (automatic),No,41.0,572.7,No
Female,0,No,No,4,One year,DSL,Bank transfer (automatic),No,38.62,96.83,No
Female,1,No,Yes,58,Two year,DSL,Mailed check,No,48.89,2792.4,No
Female,0,No,No,53,One year,DSL,Credit card (automatic),No,37.13,1834.38,No
Male,0,No,Yes,3,One year,DSL,Electronic check,No,72.25,200.45,Yes
Male,0,No,No,7,One year,DSL,Credit card (automatic),No,58.08,417.52,No
Male,0,No,Yes,19,One year,No,Credit card (automatic),Yes,41.86,734.29,No
Female,0,No,No,17,One year,DSL,Bank transfer (automatic),Yes,60.76,1081.54,No
Male,0,No,No,37,Month-to-month,DSL,Bank transfer (automatic),No,65.62,2433.13,No
Male,0,No,No,36,One year,DSL,Mailed check,Yes,55.95,2027.23,No
Female,0,Yes,Yes,26,Month-to-month,Fiber optic,Mailed check,No,82.56,2126.39,No
Male,0,No,No,11,Month-to-month,Fiber optic,Electronic check,Yes,83.9,960.04,Yes
Male,0,Yes,Yes,47,Month-to-month,DSL,Mailed check,Yes,64.87,3113.3,Yes
Male,0,No,No,57,Month-to-month,No,Bank transfer (automatic),No,40.19,2270.19,No
Male,0,No,Yes,46,Month-to-month,No,Mailed check,No,68.74,3199.96,No
Male,0,No,Yes,58,One year,DSL,Credit card (automatic),Yes,80.18,4689.0,No
Female,0,No,No,66,Month-to-month,No,Credit card (automatic),Yes,18.0,1208.89,No
Male,0,No,Yes,61,Month-to-month,Fiber optic,Bank transfer (automatic),No,83.28,5164.1,No
Male,0,No,Yes,47,Month-to-month,Fiber optic,Mailed check,No,80.13,3729.75,Yes
Female,0,Yes,No,3,Month-to-month,No,Mailed check,Yes,50.36,130.01,Yes
Male,1,Yes,No,24,One year,No,Bank transfer (automatic),Yes,31.21,710.22,No
Female,0,Yes,No,31,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,90.57,2843.97,Yes
Female,0,Yes,No,52,Month-to-month,Fiber optic,Electronic check,Yes,56.96,2948.05,No
Female,0,No,No,61,Month-to-month,DSL,Mailed check,Yes,41.84,2517.26,No
Male,0,No,No,46,Month-to-month,Fiber optic,Mailed check,No,110.11,5148.1,Yes
Male,0,No,Yes,26,Month-to-month,Fiber optic,Mailed check,Yes,85.6,2316.15,No
Female,0,Yes,No,57,Month-to-month,DSL,Electronic check,Yes,48.02,2720.62,No
Male,0,No,Yes,50,One year,No,Credit card (automatic),Yes,37.91,1827.35,No
Female,0,Yes,No,58,Two year,Fiber optic,Mailed check,Yes,72.36,4290.25,No
Male,0,No,No,43,One year,DSL,Bank transfer (automatic),Yes,56.6,2457.32,No
Male,0,No,No,47,Month-to-month,No,Electronic check,Yes,18.0,867.04,No
Female,1,Yes,No,25,Month-to-month,Fiber optic,Mailed check,Yes,75.54,1893.63,No
Female,1,Yes,Yes,29,Two year,DSL,Electronic check,No,55.0,1555.1,No
Female,1,Yes,No,20,Month-to-month,Fiber optic,Mailed check,Yes,98.45,1948.3,No
Female,1,Yes,No,18,Two year,No,Credit card (automatic),Yes,40.57,764.12,No
Male,0,Yes,No,47,Month-to-month,No,Bank transfer (automatic),No,42.66,1982.75,No
Female,0,Yes,No,28,Month-to-month,DSL,Credit card (automatic),Yes,59.69,1692.99,No
Female,0,Yes,Yes,9,Month-to-month,Fiber optic,Mailed check,Yes,94.87,854.54,Yes
Male,0,Yes,No,2,Two year,No,Credit card (automatic),No,24.52,0.0,No
Male,0,Yes,No,62,Two year,No,Electronic check,Yes,26.21,1705.92,No
Female,1,No,Yes,31,Two year,DSL,Credit card (automatic),Yes,64.89,2041.33,No
Male,0,Yes,No,42,Month-to-month,Fiber optic,Bank transfer (automatic),No,81.65,3445.84,No
Female,0,No,No,66,One year,No,Electronic check,No,34.83,2326.79,No
Male,0,Yes,No,8,Month-to-month,DSL,Bank transfer (automatic),No,58.03,374.6,No
Male,0,Yes,No,68,Month-to-month,Fiber optic,Mailed check,Yes,100.04,6778.16,No
Male,0,Yes,No,51,One year,Fiber optic,Electronic check,Yes,100.67,5057.63,No
Male,0,No,No,46,Two year,Fiber optic,Credit card (automatic),Yes,77.49,3570.59,No
Female,0,Yes,No,31,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,63.88,1996.62,Yes
Female,0,No,No,51,Month-to-month,DSL,Bank transfer (automatic),Yes,51.46,2631.63,No
Female,1,Yes,Yes,14,Month-to-month,No,Bank transfer (automatic),Yes,24.24,398.24,No
Female,0,No,Yes,22,Month-to-month,DSL,Electronic check,Yes,69.98,1464.71,Yes
Male,0,Yes,No,70,Month-to-month,No,Mailed check,Yes,46.05,3183.26,No
Female,0,Yes,Yes,20,Two year,Fiber optic,Bank transfer (automatic),Yes,72.63,1473.26,No
Female,0,No,Yes,52,Month-to-month,DSL,Mailed check,Yes,50.95,2662.39,No
Female,0,Yes,No,67,One year,No,Credit card (automatic),No,18.0,1140.23,No
Female,1,Yes,No,43,Month-to-month,No,Mailed check,Yes,36.61,1634.17,No
Female,0,No,Yes,21,Month-to-month,Fiber optic,Mailed check,No,84.46,1850.84,Yes
Female,0,Yes,No,61,Month-to-month,DSL,Mailed check,Yes,69.47,4258.92,No
Female,0,Yes,No,60,Month-to-month,Fiber optic,Electronic check,Yes,90.97,5382.48,Yes
Female,0,Yes,No,39,Month-to-month,No,Credit card (automatic),No,42.32,1658.56,No
Female,0,Yes,No,8,One year,DSL,Electronic check,No,41.5,348.98,No
Male,0,No,No,32,Two year,No,Mailed check,Yes,27.48,865.9,No
Male,1,No,Yes,31,Month-to-month,DSL,Credit card (automatic),Yes,71.39,2280.35,No
Female,0,No,No,13,One year,Fiber optic,Credit card (automatic),No,78.54,1015.19,No
Male,0,Yes,No,29,Two year,Fiber optic,Electronic check,Yes,65.47,2003.83,No
